CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
22200, 36 months,19.42,818.49,E,E3,2 years,RENT,160000,Source Verified,Charged Off,13.33,0,Oct-96,1,69,,12,0,10070,89.1,25,0,0,9174.61,9174.61,4940.21,3242.59,0,991.81,9.81,818.49,13-Mar
21400, 60 months,19.42,560.09,E,E3,3 years,RENT,80000,Verified,Fully Paid,19.66,0,Aug-00,2,,,16,0,21721,66.2,44,0,0,28119.77,28119.77,21400,6719.77,0,0,0,16372.02,16-Jan
13000, 36 months,7.9,406.78,A,A4,10+ years,RENT,28000,Not Verified,Charged Off,16.93,0,Apr-00,0,,,7,0,14078,66.1,19,0,0,6735.25,6735.25,5072.35,1208.26,0,454.64,4.78,61.06,13-Oct
8000, 36 months,12.69,268.36,B,B5,5 years,RENT,48000,Not Verified,Fully Paid,15.33,2,Jul-97,2,9,,10,0,4384,38.5,15,0,0,9658.235539,9658.24,8000,1658.24,0,0,0,277.8,14-Dec
3600, 36 months,12.69,120.77,B,B5,10+ years,MORTGAGE,60000,Not Verified,Charged Off,19,0,1-Aug,3,,83,10,1,1104,13,17,0,0,3612.83,3612.83,2785.13,711.48,0,116.22,1.1622,120.77,14-Oct
12375, 60 months,23.13,349.79,G,G2,5 years,RENT,40000,Not Verified,Charged Off,20.88,0,Jan-96,0,78,,27,0,13768,22.5,31,0,0,8530.26,8530.26,2444.99,4602.6,0,1482.67,23.01070001,52.05,14-Feb
9400, 36 months,9.91,302.92,B,B1,2 years,RENT,45500,Verified,Fully Paid,11.84,0,4-Nov,0,,,7,0,16982,51.8,7,0,0,10879.1579,10879.16,9400,1479.16,0,0,0,1495.14,14-Aug
9600, 36 months,14.27,329.37,C,C2,6 years,MORTGAGE,156000,Verified,Fully Paid,15.54,0,Jul-91,3,35,,16,0,1679,18.9,18,0,0,11852.95669,11852.96,9600,2252.96,0,0,0,342.43,15-May
17000, 36 months,10.65,553.75,B,B2,1 year,RENT,40000,Verified,Fully Paid,18.63,0,Nov-99,0,,,8,0,19782,80.1,12,0,0,19932.414,19932.41,17000,2932.41,0,0,0,563.9,14-Dec
17275, 60 months,19.03,448.41,E,E2,10+ years,MORTGAGE,96000,Verified,Current,16.19,0,Nov-95,2,,,15,0,21572,58.5,33,4886.52,4879.37,21478.1,21447.18,12388.48,9089.62,0,0,0,448.41,16-Jan
16950, 60 months,16.77,419.16,D,D2,10+ years,MORTGAGE,50000,Source Verified,Late (31-120 days),14.47,0,Nov-98,1,56,,12,0,32164,78.5,23,5059.38,5059.38,19681.28,19681.28,11890.62,7790.66,0,0,0,419.16,16-Jan
19275, 60 months,19.03,500.33,E,E2,10+ years,MORTGAGE,80000,Verified,Fully Paid,26.82,0,Dec-99,1,,,8,0,26710,85.1,29,0,0,26865.37143,26830.63,19275,7590.37,0,0,0,12384.4,14-Jul
10800, 36 months,14.27,370.54,C,C2,6 years,MORTGAGE,110000,Source Verified,Fully Paid,2.67,0,1-Sep,0,41,,10,0,7045,69.1,21,0,0,12320.73,12320.73,10800,1520.73,0,0,0,7514.09,16-Jan
6000, 36 months,7.9,187.75,A,A4,10+ years,RENT,59400,Not Verified,Fully Paid,19.17,0,Mar-86,1,,,9,0,10515,76.2,21,0,0,6756.730493,6756.73,6000,756.73,0,0,0,378.17,16-Jan
35000, 36 months,8.9,1111.37,A,A5,10+ years,MORTGAGE,106000,Verified,Fully Paid,12.09,0,Jul-92,0,,,10,0,51441,60.2,28,0,0,40007.20117,40007.2,35000,5007.2,0,0,0,1120.69,14-Dec
10000, 36 months,10.65,325.74,B,B2,7 years,RENT,36000,Not Verified,Fully Paid,14,0,5-Jun,0,,,5,0,12208,78.9,12,0,0,10593.37,10593.37,10000,593.37,0,0,0,341.9,13-Jun
15000, 60 months,19.91,396.66,E,E4,4 years,RENT,51000,Verified,Fully Paid,20.85,0,3-Oct,2,,,13,0,8162,92.7,18,0,0,21051.41025,21051.41,15000,6051.41,0,0,0,9952.99,16-Jan
5000, 36 months,12.69,167.73,B,B5,2 years,RENT,25000,Not Verified,Fully Paid,20.54,0,1-Jan,0,,,15,0,6811,97.3,37,0,0,6036.059158,6036.06,5000,1036.06,0,0,0,174.61,14-Dec
3000, 60 months,17.27,75,D,D3,5 years,RENT,35000,Verified,Current,11.42,0,5-Dec,1,,,11,0,8580,66.5,15,824.01,824.01,3593.5,3593.5,2175.99,1417.51,0,0,0,75,16-Jan
7100, 36 months,14.65,244.91,C,C3,1 year,RENT,33000,Not Verified,Charged Off,23.85,0,6-Jun,2,,,10,0,5148,41.5,13,0,0,3915.2,3915.2,2774.87,1140.33,0,0,0,244.91,16-Jan
12000, 36 months,16.77,426.47,D,D2,10+ years,MORTGAGE,93000,Not Verified,Fully Paid,13.46,0,Feb-99,2,,,12,0,23691,92.5,21,0,0,15345.77443,15345.77,12000,3345.77,0,0,0,443.76,16-Jan
22400, 60 months,22.74,628.13,G,G1,6 years,RENT,85000,Not Verified,Charged Off,7.02,2,Dec-72,1,14,,14,0,13773,58.7,16,0,0,26376.52,26376.52,12893.89,13482.63,0,0,0,628.13,16-Jan
5825, 36 months,10.65,189.74,B,B2,8 years,RENT,50000,Not Verified,Fully Paid,13.25,0,Dec-98,3,,,9,0,16641,89,16,0,0,6829.179203,6829.18,5825,1004.18,0,0,0,195.78,15-Jan
22250, 36 months,12.69,746.38,B,B5,2 years,RENT,41000,Verified,Charged Off,15.63,0,4-Dec,0,,,8,0,15791,61.9,10,0,0,19580.94,19580.94,14038,4421.84,0,1121.1,11.211,837.88,16-Jan
18000, 60 months,16.77,445.13,D,D2,2 years,RENT,50000,Verified,Current,21.22,0,3-Jun,1,,,9,0,19489,77.6,15,4900.89,4900.89,21337.38,21337.38,13099.11,8238.27,0,0,0,445.13,16-Jan
6000, 36 months,12.42,200.5,B,B4,4 years,RENT,30000,Source Verified,Fully Paid,7.2,0,6-Jan,0,38,,4,0,5802,72.5,7,0,0,6690.69,6690.69,6000,690.69,0,0,0,4288.4,13-Feb
7650, 36 months,11.71,253.04,B,B3,5 years,RENT,57000,Verified,Charged Off,23.96,0,6-Apr,1,,,10,0,24086,63.4,18,0,0,3098.5,3098.5,2056.23,720.94,0,321.33,3.15,253.04,13-Apr
21000, 60 months,18.25,536.13,D,D5,2 years,RENT,110000,Verified,Current,13.55,0,3-Oct,2,,,9,0,16854,94.7,23,5852.78,5852.78,25707.46,25707.46,15147.22,10560.24,0,0,0,536.13,16-Jan
20675, 60 months,15.27,494.8,C,C4,7 years,RENT,50132,Verified,Charged Off,23.31,0,Apr-00,1,,,6,0,9487,74.1,17,0,0,5928.84,5921.76,2979.22,2949.62,0,0,0,494.8,16-Jan
13200, 36 months,7.9,413.04,A,A4,6 years,MORTGAGE,62500,Source Verified,Fully Paid,12.06,0,Nov-96,0,,,7,0,10264,55.8,17,0,0,14097.72,14097.72,13200,897.72,0,0,0,9560.52,15-Nov
12000, 36 months,7.51,373.33,A,A3,< 1 year,RENT,60000,Verified,Fully Paid,20.7,0,Jan-00,1,,,11,0,12818,63.1,46,0,0,13436.27851,13436.28,12000,1436.28,0,0,0,396.25,14-Dec
12500, 60 months,19.03,324.47,E,E2,6 years,RENT,130000,Verified,Fully Paid,9.06,0,Dec-93,0,26,91,9,1,24185,90.6,25,0,0,15402.03,15371.28,12500,2902.03,0,0,0,10555.97,14-Jun
15000, 36 months,6.03,456.54,A,A1,7 years,RENT,60000,Not Verified,Fully Paid,12.78,0,2-May,0,,,13,0,2166,5.5,27,0,0,16434.53801,16407.15,15000,1434.54,0,0,0,461.36,15-Oct
27050, 60 months,18.64,696.35,E,E1,5 years,MORTGAGE,65000,Verified,Fully Paid,19.75,0,Sep-98,0,68,,12,0,26469,80.2,29,0,0,40977.76997,40939.9,27050,13927.77,0,0,0,8945.67,16-Jan
22500, 60 months,17.27,562.46,D,D3,3 years,MORTGAGE,67735,Source Verified,Fully Paid,18.8,0,4-Mar,2,,,8,0,18364,75.6,16,0,0,28139.25551,28139.26,22500,5639.26,0,0,0,7530.45,14-May
20500, 60 months,12.69,463.2,B,B5,< 1 year,RENT,47800,Verified,Charged Off,28.32,0,Apr-99,1,,,10,0,23823,52.2,20,0,0,7896.36,7886.8,3976.64,2960.71,0,959.01,9.33,463.2,13-Aug
12800, 36 months,12.42,427.72,B,B4,1 year,MORTGAGE,99600,Not Verified,Fully Paid,19.95,0,Mar-00,0,,,13,0,23893,89.8,25,0,0,15395.57447,15395.57,12800,2595.57,0,0,0,435.51,14-Dec
27575, 36 months,10.65,898.21,B,B2,1 year,MORTGAGE,54000,Verified,Fully Paid,12.27,0,Jan-88,1,,,8,0,13057,67.7,16,0,0,32333.82656,32333.83,27575,4758.83,0,0,0,905.06,15-Apr
7000, 36 months,12.69,234.82,B,B5,8 years,RENT,49000,Not Verified,Fully Paid,14.42,0,1-Jun,0,,,9,0,23864,97.4,17,0,0,8016.9,8016.9,7000,1016.9,0,0,0,1333.97,16-Jan
7600, 60 months,16.77,187.95,D,D2,1 year,RENT,33996,Verified,Current,16.52,0,Feb-00,2,,,6,0,4292,72.7,21,1940.93,1934.48,9069.01,9039.3,5659.08,3409.93,0,0,0,187.95,16-Jan
29000, 60 months,12.42,651.27,B,B4,10+ years,RENT,65000,Verified,Charged Off,7.22,0,Jan-00,1,,,6,0,18918,57.7,24,0,0,14318.48,14318.48,8619.3,5699.18,0,0,0,651.27,16-Jan
10000, 36 months,14.27,343.09,C,C2,4 years,RENT,44160,Source Verified,Fully Paid,18.29,0,4-Jun,0,,,6,0,14848,95.8,18,0,0,12347.05724,12347.06,10000,2347.06,0,0,0,355.91,15-Jan
14125, 36 months,7.9,441.98,A,A4,5 years,RENT,32000,Source Verified,Fully Paid,22.54,0,4-Jul,0,,,12,0,12709,60.8,21,0,0,15533.01,15533.01,14125,1408.01,0,0,0,1843.42,13-Dec
12000, 36 months,6.62,368.45,A,A2,< 1 year,MORTGAGE,94500,Source Verified,Fully Paid,4.17,0,4-Nov,0,,,11,0,13285,35.3,16,0,0,13205.78618,13205.79,12000,1205.79,0,0,0,2907.39,14-Jun
9575, 36 months,6.62,293.99,A,A2,3 years,RENT,19498,Verified,Fully Paid,18.34,0,Oct-98,0,,,7,0,13902,53.9,10,0,0,10493.86394,10493.86,9575,918.86,0,0,0,3164.13,14-Feb
8900, 60 months,20.3,237.29,E,E5,1 year,RENT,30000,Not Verified,Fully Paid,18.76,1,Aug-90,0,12,,8,0,8382,98.6,13,0,0,13908.29001,13908.29,8900,5008.29,0,0,0,2992.95,15-Nov
12000, 36 months,15.96,421.65,C,C5,9 years,MORTGAGE,88000,Not Verified,Charged Off,10.6,0,2-Oct,3,,,11,0,11434,77.8,20,0,0,4637.54,4637.54,3074.42,1552.18,0,10.94,0,421.65,16-Jan
10000, 36 months,12.69,335.45,B,B5,4 years,RENT,45000,Verified,Fully Paid,22.61,0,Nov-98,0,,,14,0,10344,74.4,18,0,0,12070.55506,12070.56,10000,2070.56,0,0,0,355.55,16-Jan
10000, 36 months,15.96,351.38,C,C5,1 year,RENT,37500,Not Verified,Fully Paid,19.46,0,2-Jul,3,,,12,0,17513,59.5,19,0,0,12644.0203,12644.02,10000,2644.02,0,0,0,366,15-Dec
25000, 60 months,14.27,585.22,C,C2,5 years,MORTGAGE,89000,Source Verified,Current,10.77,0,Jul-94,1,,,8,0,17624,63.6,22,6517.25,6517.25,28074.44,28074.44,18482.75,9591.69,0,0,0,585.22,16-Jan
24000, 36 months,9.91,773.4,B,B1,4 years,RENT,120000,Verified,Fully Paid,14.17,0,Jan-99,0,,,10,0,27994,47.7,18,0,0,27378.86025,27378.86,24000,3378.86,0,0,0,7065.04,14-Mar
14575, 36 months,10.65,474.76,B,B2,7 years,RENT,35000,Not Verified,Fully Paid,16.46,0,3-Feb,1,,,8,0,20169,58.5,14,0,0,17088.82229,17088.82,14575,2513.82,0,0,0,484.7,14-Dec
9000, 36 months,7.51,280,A,A3,< 1 year,MORTGAGE,50000,Source Verified,Fully Paid,4.44,0,Oct-96,1,,,10,0,8556,34.1,15,0,0,9555.13,9555.13,9000,555.13,0,0,0,1391.94,13-May
10000, 36 months,13.49,339.31,C,C1,10+ years,RENT,30000,Not Verified,Charged Off,20.96,0,7-Jun,0,,,10,0,2780,32,11,0,0,4749.77,4749.77,3411.93,1328.05,0,9.79,0,339.31,16-Jan
7125, 36 months,17.58,256.09,D,D4,7 years,RENT,25279.67,Not Verified,Fully Paid,16.8,0,5-Jun,0,,,3,0,11267,93.1,12,0,0,9215.105035,9215.11,7125,2090.11,0,0,0,266,14-Dec
15000, 60 months,10.65,323.53,B,B2,10+ years,RENT,29000,Not Verified,Fully Paid,15.14,0,Apr-97,0,,,6,0,15795,81,14,0,0,18733.89878,18733.9,15000,3733.9,0,0,0,5813.42,15-Apr
13000, 36 months,13.49,441.1,C,C1,6 years,RENT,65000,Not Verified,Fully Paid,17.11,0,Dec-95,2,73,,18,0,11036,81.1,32,0,0,14823.19,14823.19,13000,1823.19,0,0,0,8660.39,16-Jan
12000, 60 months,12.69,271.14,B,B5,7 years,RENT,30000,Not Verified,Current,10.44,0,1-Mar,0,,,5,0,6207,78.6,11,3060,3060,12998.56,12998.56,8939.99,4058.57,0,0,0,271.14,16-Jan
18000, 60 months,20.3,479.9,E,E5,2 years,RENT,68000,Verified,Fully Paid,17.98,0,4-Nov,2,,,10,0,11720,52.4,15,0,0,27675.60002,27637.16,18000,9675.6,0,0,0,1378.75,15-Nov
30000, 60 months,14.27,702.26,C,C2,10+ years,RENT,90000,Verified,Fully Paid,19.12,0,2-Apr,1,,,11,0,21682,49,40,0,0,38694.89281,38662.7,30000,8694.89,0,0,0,18341.05,16-Jan
21600, 36 months,17.27,773.01,D,D3,2 years,MORTGAGE,58600,Source Verified,Charged Off,10.85,0,2-Jun,0,,,8,0,21912,95.3,18,0,0,2724.94,2724.94,930.13,614.53,0,1180.28,212.4504,773.01,12-Jul
7600, 60 months,16.77,187.95,D,D2,5 years,OWN,50000,Source Verified,Current,6.29,0,Apr-96,0,68,83,13,1,8646,40.6,27,2081.12,2081.12,8982.99,8982.99,5518.88,3464.11,0,0,0,187.95,16-Jan
7000, 36 months,12.42,233.91,B,B4,10+ years,RENT,85000,Source Verified,Fully Paid,15.11,0,Jan-97,2,,,15,0,16049,72.3,42,0,0,8334.669119,8334.67,7000,1334.67,0,0,0,2027.1,14-May
7000, 36 months,8.9,222.28,A,A5,5 years,RENT,45000,Verified,Fully Paid,24.48,0,Dec-98,2,,,13,0,21556,71.1,23,0,0,8000.341221,8000.34,7000,1000.34,0,0,0,229.64,16-Jan
3600, 36 months,17.27,128.84,D,D3,7 years,MORTGAGE,44004,Source Verified,Fully Paid,5.59,1,4-Jul,1,2,,3,0,8095,75.7,4,0,0,4636.867465,4636.87,3600,1036.87,0,0,0,131.37,16-Jan
3500, 36 months,12.69,117.41,B,B5,10+ years,MORTGAGE,84996,Not Verified,Fully Paid,5.36,2,Dec-87,0,2,,6,0,11616,45.7,27,0,0,4225.278546,4225.28,3500,725.28,0,0,0,122.17,15-Aug
5000, 36 months,8.9,158.77,A,A5,6 years,RENT,33000,Not Verified,Fully Paid,16.47,0,3-Apr,2,,,9,0,9194,29.7,14,0,0,5714.713113,5714.71,5000,714.71,0,0,0,163.01,14-Dec
10000, 36 months,11.71,330.76,B,B3,5 years,MORTGAGE,60000,Source Verified,Fully Paid,17.3,0,Aug-87,2,,,11,0,11512,87.2,32,0,0,11763.73937,11763.74,10000,1763.74,0,0,0,3180.88,16-Jan
4500, 36 months,13.49,152.69,C,C1,< 1 year,OWN,19200,Source Verified,Fully Paid,19.56,0,5-Jan,1,,,7,0,12070,67.8,9,0,0,5494.751027,5494.75,4500,994.75,0,0,0,159.18,14-Dec
12000, 36 months,11.71,396.92,B,B3,10+ years,RENT,62000,Not Verified,Fully Paid,6.74,0,Jul-97,0,,,5,0,10725,90.9,15,0,0,14285.98751,14285.99,12000,2285.99,0,0,0,407.57,14-Dec
12000, 60 months,19.03,311.49,E,E2,1 year,RENT,38500,Not Verified,Fully Paid,10.91,2,1-Aug,1,16,,15,0,9520,85,33,0,0,14472.92,14472.92,12000,2472.92,0,0,0,10433.11,15-Dec
10700, 36 months,12.42,357.55,B,B4,4 years,RENT,68000,Source Verified,Fully Paid,16.41,0,5-Sep,1,,,7,0,5192,66.6,12,0,0,12868.25911,12868.26,10700,2168.26,0,0,0,369.35,14-Dec
6000, 36 months,10.65,195.44,B,B2,1 year,RENT,30000,Not Verified,Fully Paid,19.36,0,3-Mar,1,,,8,0,25900,78.6,13,0,0,6904.89,6904.89,6000,904.89,0,0,0,2417.05,16-Jan
20000, 36 months,7.9,625.81,A,A4,10+ years,RENT,50000,Source Verified,Fully Paid,12.84,0,1-Dec,1,,,9,0,8399,39.8,12,0,0,22527.90037,22527.9,20000,2527.9,0,0,0,632.09,14-Dec
10800, 60 months,16.77,267.08,D,D2,2 years,RENT,23000,Verified,Fully Paid,11.22,0,5-Dec,1,40,,5,0,9952,64.2,10,0,0,11955.52,11927.86,10800,1155.52,0,0,0,10098.93,12-Aug
16050, 60 months,19.03,416.62,E,E2,10+ years,RENT,50400,Verified,Fully Paid,20.67,0,Oct-00,0,,,10,0,12112,61.5,26,0,0,23808.91768,23808.92,16050,7758.92,0,0,0,1327.84,15-May
20000, 60 months,14.27,468.17,C,C2,5 years,RENT,110000,Verified,Fully Paid,10.3,0,1-Jan,0,,,7,0,17819,79.8,18,0,0,26325.58032,26292.72,20000,6325.58,0,0,0,10899.11,15-Mar
3600, 36 months,13.49,122.15,C,C1,1 year,RENT,40000,Not Verified,Fully Paid,12.99,0,7-Jun,0,,,5,0,7897,83.1,8,0,0,4395.549702,4395.55,3600,795.55,0,0,0,128.36,15-Aug
6000, 36 months,8.9,190.52,A,A5,10+ years,RENT,83954,Source Verified,Fully Paid,17.48,0,Feb-00,0,72,,12,0,6252,78.1,24,0,0,6902.99658,6874.26,6000,903,0,0,0,567.86,16-Jan
10375, 36 months,14.27,355.96,C,C2,5 years,RENT,35000,Not Verified,Fully Paid,22.39,0,3-Oct,1,,,7,0,10084,65.9,15,0,0,12810.1667,12810.17,10375,2435.17,0,0,0,368.99,14-Dec
25000, 36 months,8.9,793.84,A,A5,4 years,RENT,60000,Verified,Fully Paid,25.4,0,Jun-89,0,,,9,0,28571,68.7,16,0,0,28576.74005,28548.18,25000,3576.74,0,0,0,799.36,14-Dec
10000, 36 months,16.29,353.01,D,D1,4 years,RENT,40000,Verified,Fully Paid,19.98,0,4-Jul,2,,,6,0,8496,78.7,12,0,0,12427.97,12427.97,10000,2427.97,0,0,0,3960.84,14-Feb
8650, 60 months,12.42,194.26,B,B4,2 years,RENT,42336,Source Verified,Current,10.18,0,Mar-00,0,,,6,0,11682,66.2,16,2188.13,2188.13,9313.3,9313.3,6461.88,2851.42,0,0,0,194.26,16-Jan
5600, 36 months,6.03,170.44,A,A1,n/a,OWN,41100,Not Verified,Fully Paid,3.97,0,Jul-90,0,,,17,0,3777,2.7,44,0,0,5874.77,5874.77,5600,274.77,0,0,0,3683.63,12-Dec
6000, 36 months,12.42,200.5,B,B4,4 years,RENT,92000,Not Verified,Fully Paid,10.6,0,Oct-00,2,28,,6,0,7270,82.5,18,0,0,7216.641117,7216.64,6000,1216.64,0,0,0,203.82,14-Dec
8000, 36 months,7.9,250.33,A,A4,2 years,RENT,75000,Not Verified,Fully Paid,8.7,0,2-Mar,1,,,6,0,8144,55.4,16,0,0,9010.490414,9010.49,8000,1010.49,0,0,0,256.48,14-Dec
21800, 60 months,12.42,489.57,B,B4,10+ years,RENT,90000,Verified,Current,26.33,0,Sep-99,0,,,13,0,35683,59.3,25,5502.35,5496.02,23492.08,23465.17,16297.65,7194.43,0,0,0,489.57,16-Jan
10000, 36 months,11.71,330.76,B,B3,4 years,MORTGAGE,45000,Not Verified,Fully Paid,12.48,0,3-Oct,2,,,11,0,4189,48.1,25,0,0,11903.56989,11903.57,10000,1903.57,0,0,0,345.69,14-Dec
11000, 36 months,7.51,342.22,A,A3,8 years,RENT,48000,Source Verified,Fully Paid,24.1,0,Mar-70,1,,,7,0,17536,62.3,20,0,0,12223.38333,12223.38,11000,1223.38,0,0,0,3342.56,14-Apr
5000, 36 months,9.91,161.13,B,B1,6 years,MORTGAGE,110000,Not Verified,Fully Paid,6.38,0,Jun-96,0,45,,10,0,4429,70.3,27,0,0,5798.794527,5798.79,5000,798.79,0,0,0,168.86,16-Jan
6500, 36 months,10.65,211.73,B,B2,< 1 year,RENT,30600,Source Verified,Fully Paid,13.45,0,5-May,0,31,,9,0,6477,62.9,18,0,0,7520.309512,7520.31,6500,1020.31,0,0,0,2237.98,16-Jan
20000, 60 months,20.3,533.23,E,E5,4 years,RENT,69000,Verified,Fully Paid,18.02,0,2-Mar,2,,,12,0,27409,89.6,27,0,0,29399.95287,29399.95,20000,9399.95,0,0,0,8.22,14-Nov
12000, 36 months,12.69,402.54,B,B5,4 years,RENT,45000,Source Verified,Fully Paid,8.85,0,Jun-96,0,46,,9,0,7329,70,19,0,0,14119.2,14119.2,12000,2119.2,0,0,0,5284.17,15-Dec
8250, 60 months,19.91,218.17,E,E4,3 years,RENT,27500,Not Verified,Charged Off,20.25,0,7-Jul,1,,,8,0,7432,79.7,9,0,0,5311.1,5311.1,1579.15,2124.3,0,1607.65,289.377,218.17,13-Aug
21000, 36 months,7.9,657.1,A,A4,10+ years,MORTGAGE,150500,Verified,Fully Paid,3.69,0,Jun-00,0,,,11,0,21887,67.8,34,0,0,23654.12907,23654.13,21000,2654.13,0,0,0,664.73,16-Jan
8400, 36 months,16.77,298.53,D,D2,2 years,RENT,32000,Verified,Fully Paid,16.95,0,7-Apr,1,,,5,0,7639,74.9,6,0,0,9876.41,9876.41,8400,1476.41,0,0,0,5703.33,16-Jan
7000, 36 months,12.69,234.82,B,B5,5 years,RENT,37500,Source Verified,Fully Paid,21.38,0,5-Oct,1,51,,12,0,9539,73.9,20,0,0,7481.09,7481.09,7000,481.09,0,0,0,6076.4,12-Jul
12000, 36 months,12.42,400.99,B,B4,< 1 year,RENT,60000,Source Verified,Charged Off,6.3,0,5-Feb,1,,,8,0,8894,78.7,14,0,0,9546.76,9546.76,6788.45,2019.47,0,738.84,7.2498,400.99,14-Feb
7200, 36 months,11.71,238.15,B,B3,2 years,RENT,33000,Not Verified,Charged Off,12.69,0,7-Apr,0,,,10,0,9071,70.3,13,0,0,7338.4,7338.4,5810.48,1323.62,0,204.3,1.939000001,238.15,14-Nov
12000, 36 months,10.65,390.88,B,B2,10+ years,RENT,70000,Not Verified,Fully Paid,26.06,0,Oct-94,3,,,15,0,24893,60.1,25,0,0,13673.71,13673.71,12000,1673.71,0,0,0,5870.52,13-Dec
12800, 60 months,14.27,299.63,C,C2,9 years,RENT,75000,Verified,Fully Paid,16.75,0,Jan-91,2,,,14,0,24332,67,23,0,0,17244.58619,17177.17,12800,4444.59,0,0,0,5899.42,15-Apr
3050, 36 months,9.91,98.29,B,B1,1 year,RENT,16800,Verified,Fully Paid,3.5,0,Mar-96,0,,,3,0,3019,86.3,8,0,0,3537.37435,3537.37,3050,487.37,0,0,0,102.42,16-Jan
9000, 36 months,14.65,310.45,C,C3,1 year,RENT,38000,Source Verified,Fully Paid,19.55,0,Nov-00,1,,,9,0,14381,92.2,19,0,0,10849.55,10849.55,9000,1849.55,0,0,0,4027.95,16-Jan
10000, 36 months,11.71,330.76,B,B3,5 years,OWN,35000,Not Verified,Charged Off,11.79,0,6-Mar,0,,,9,0,11596,78.2,10,0,0,7293.6,7293.6,5109.87,1489.33,0,694.4,6.784,330.76,14-Jan
10000, 36 months,9.91,322.25,B,B1,< 1 year,MORTGAGE,95000,Source Verified,Fully Paid,18.37,0,Nov-84,2,,,14,0,19321,31.2,30,0,0,10877.17,10877.17,10000,877.17,0,0,0,2360.74,13-May
10000, 36 months,14.27,343.09,C,C2,10+ years,MORTGAGE,77400,Verified,Charged Off,20.05,0,Apr-84,0,,,14,0,15862,87.6,34,0,0,6884.04,6884.04,3787.77,2245.4,0,850.87,153.1566,103.53,14-Jan
8500, 36 months,16.29,300.06,D,D1,< 1 year,RENT,61000,Source Verified,Fully Paid,11.76,0,6-Feb,1,,,15,0,7723,83.9,19,0,0,9253.92,9253.92,8500,753.92,0,0,0,7456.55,13-Oct
21275, 60 months,11.71,470.14,B,B3,8 years,RENT,70000,Verified,Current,19.42,0,Oct-99,0,,,8,0,15777,44.9,25,5308.67,5302.41,22552.16,22525.71,15966.33,6585.83,0,0,0,470.14,16-Jan
7200, 60 months,13.49,165.64,C,C1,10+ years,RENT,67000,Source Verified,Fully Paid,11.84,0,Jul-84,0,,,9,0,13511,79.9,21,0,0,9406.39082,9406.39,7200,2206.39,0,0,0,3786.07,16-Jan
21000, 60 months,14.27,491.58,C,C2,< 1 year,MORTGAGE,90000,Verified,Fully Paid,8.76,2,May-00,0,15,,8,0,7979,82.2,32,0,0,27646.89899,27614.04,21000,6646.9,0,0,0,11437.24,14-Nov
27000, 36 months,9.91,870.08,B,B1,5 years,OWN,140000,Source Verified,Fully Paid,7.44,0,3-Jan,0,,,16,0,22457,27.2,30,0,0,31421.50811,31421.51,27000,4334.51,87,0,0,982.23,15-Aug
28625, 60 months,20.3,763.18,E,E5,6 years,OWN,55000,Verified,Current,21.25,0,Sep-99,2,,,5,0,23974,95.9,11,8234.41,8227.15,36612.62,36580.8,20390.59,16222.03,0,0,0,763.18,16-Jan
4000, 36 months,14.27,137.24,C,C2,9 years,RENT,32400,Verified,Fully Paid,5.41,0,7-Sep,0,,118,5,1,2372,65.9,5,0,0,4938.643698,4938.64,4000,938.64,0,0,0,142.78,16-Jan
7300, 36 months,11.71,241.46,B,B3,4 years,RENT,50000,Source Verified,Fully Paid,12.79,0,1-Apr,0,,,6,0,2496,37.3,22,0,0,7574.8,7574.8,7300,274.8,0,0,0,6852.23,16-Jan
18000, 36 months,8.9,571.56,A,A5,9 years,MORTGAGE,70000,Source Verified,Fully Paid,17.76,0,Jun-89,1,30,,16,0,19575,34.3,29,0,0,19082.03,19082.03,18000,1082.03,0,0,0,14514.81,13-Jul
5000, 36 months,11.71,165.38,B,B3,10+ years,OWN,35000,Source Verified,Fully Paid,19.37,0,Apr-90,2,,,3,0,5510,35.5,15,0,0,5541.16,5541.16,5000,541.16,0,0,0,3562.24,13-Feb
6500, 60 months,14.27,152.16,C,C2,n/a,MORTGAGE,46212,Verified,Current,19.06,0,Feb-99,1,,,9,0,16691,80.6,31,1704.21,1704.21,7302.43,7302.43,4795.78,2491.65,15,0,0,152.16,16-Jan
14100, 60 months,17.58,354.84,D,D4,4 years,RENT,43000,Source Verified,Current,4.83,0,2-Nov,3,26,,7,0,13609,70.5,15,3886.88,3886.88,17015.42,17015.42,10213.12,6802.3,0,0,0,354.84,16-Jan
22050, 60 months,19.03,572.36,E,E2,10+ years,MORTGAGE,140000,Verified,Current,4.29,2,Dec-94,2,16,,14,0,13948,75.4,39,6275.2,6275.2,27511.89,27511.89,15774.8,11679.85,57.23658513,0,0,572.36,16-Jan
10000, 36 months,14.27,343.09,C,C2,10+ years,MORTGAGE,115000,Source Verified,Fully Paid,24.34,0,Aug-95,3,,,15,0,26479,71.2,53,0,0,11890.1,11890.1,10000,1890.1,0,0,0,5041.96,15-Mar
