Project ID,Opportunity Owner,Account Name,Stage, Amount ,Expected Revenue,Probability,Service Category,Service Line,Stage Number,New Business,Account Type,Billing Type,MSA Signed,Unsolicited Proposal,Deliverable Type
2103,Jeremy McClellan,"drugstore.com, inc.",Execution Complete,4494,4494,1,Application Management,Application Managed Services,-3,0,US-West BU,Time and Expense,0,No,Staff Augmentation
2104,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,43847,0,0,Enterprise Architecture,Consulting,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2105,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,153944,153944,1,Performance Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2106,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,53560,53560,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2107,Jeremy McClellan,"PetSmart, Inc.",Signed Contract,46850,46850,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,0,No,Staff Augmentation
2108,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,248084,248084,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2109,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,70000,0,0,Enterprise Architecture,Consulting,-1,0,US-West BU,Flat Fee Monthly,1,Yes,Scope of Work / Project
2110,Jeremy McClellan,"PetSmart, Inc.",Signed Contract,4554,4554,1,Business and Domain Consulting,Consulting,8,0,US-West BU,Fixed Bid,0,No,Scope of Work / Project
2111,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,103200,103200,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2112,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,46688,46688,1,Performance Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2113,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,50000,0,0,Application Management,Application Managed Services,-2,1,US-West BU,Flat Fee Monthly,1,Yes,Scope of Work / Project
2114,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,100000,0,0,Business Analytics,Consulting,-2,1,US-West BU,Flat Fee Monthly,1,Yes,Scope of Work / Project
2115,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,200000,0,0,Application Management,Application Managed Services,-1,0,US-West BU,Flat Fee Monthly,1,Yes,Scope of Work / Project
2116,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,136320,0,0,Enterprise Architecture,Consulting,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2117,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,240456,240456,1,QA Consulting,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2118,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,141384,141384,1,QA Consulting,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2119,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,141384,141384,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2120,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,100000,0,0,PeopleSoft Systems,Enterprise Solutions,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2121,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,291996,291996,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2122,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,101400,101400,1,Performance Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2123,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,277936,277936,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2124,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,205320,205320,1,Enterprise Architecture,Consulting,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2125,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,27680,27680,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2126,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,138096,138096,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2127,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,40000,0,0,Legacy Modernization,Consulting,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2128,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,100000,0,0,Performance Testing,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2129,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,11864,11864,1,Performance Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2130,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,105356,105356,1,Test Automation,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2131,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,-3924,-3924,1,Functional Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2132,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,440664,0,0,Functional Testing,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2133,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,-14400,-14400,1,Enterprise Architecture,Consulting,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2134,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,44000,0,0,Enterprise Architecture,Consulting,-2,1,US-West BU,Fixed Bid,1,Yes,Scope of Work / Project
2135,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,12000,0,0,Functional Testing,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2136,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,233232,0,0,Application Testing,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2137,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,92880,0,0,Performance Testing,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2138,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,24768,0,0,Application Testing,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2139,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,154800,0,0,Performance Testing,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2140,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,48232,48232,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2141,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,15480,15480,1,Performance Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2142,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,120232,120232,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2143,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,12768,12768,1,Test Automation,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2144,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,49728,49728,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2145,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,141384,141384,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2146,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,141384,141384,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2147,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,36400,0,0,Organization and Process Improvement,Consulting,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2148,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,38480,38480,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2149,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,24576,0,0,Application Testing,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2150,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,48000,0,0,QA Consulting,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,Yes,Staff Augmentation
2151,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,19200,0,0,QA Consulting,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2152,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,65000,0,0,Legacy Modernization,Consulting,-2,1,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2153,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,56720,56720,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2154,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,30000,30000,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2155,Jeremy McClellan,Costco Wholesale Corporation,No bid / Retraction,57680,0,0,Application Testing,Quality and Testing,-2,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2156,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,0,0,0,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2157,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,46172,46172,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2158,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,89600,89600,1,Enterprise Architecture,Consulting,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
2159,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,70692,70692,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2160,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,0,0,0,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2161,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,0,0,0,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2162,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,53428,53428,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2163,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,27456,27456,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2164,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,47128,47128,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2165,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,8256,0,0,Test Automation,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2166,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,61920,0,0,QA Consulting,Quality and Testing,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2167,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,44980,44980,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2168,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,213840,213840,1,Data Integration,Business Intelligence and Data Management,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2169,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,38120,38120,1,Application Testing,Quality and Testing,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
2170,Jeremy McClellan,"PetSmart, Inc.",Signed Contract,1204344,1204344,1,,Business Intelligence and Data Management,8,0,US-West BU,Flat Fee Monthly,0,No,Staff Augmentation
2171,Jithesh Sivashankaran,Debenhams plc,Opportunity Closed LOST,11040,0,0,Business and Domain Consulting,Consulting,-1,0,Europe BU,Fixed Bid,0,No,Scope of Work / Project
2172,John Christina,"Wellpoint, Inc",Phone Meeting Stage,100000,10000,0,Data Management & Strategy,Business Intelligence and Data Management,1,1,WellPoint BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
2173,John Christina,"Wellpoint, Inc",Opportunity Closed LOST,2000000,0,0,Application Management,Application Managed Services,-1,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
2174,John Christina,"Wellpoint, Inc",Opportunity Closed LOST,5000000,0,0,Business and Domain Consulting,Consulting,-1,0,WellPoint BU,Time and Expense,0,Yes,Scope of Work / Project
2175,Jose Ossa,Independence Blue Cross,No bid / Retraction,1129136,0,0,,Quality and Testing,-2,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2176,Jose Ossa,Vanguard,Signed Contract,1400000,1400000,1,Data Integration,Business Intelligence and Data Management,8,0,US-East BU,Fixed Bid,0,Yes,Staff Augmentation
2177,Jose Ossa,Covidien,Signed Contract,96762,96762,1,Other Enterprise Systems,Enterprise Solutions,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2178,Jose Ossa,Vanguard,Signed Contract,131040,131040,1,Performance Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2179,Jose Ossa,Vanguard,Signed Contract,131040,131040,1,Quality & Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2180,Jose Ossa,Vanguard,Signed Contract,141710.8,141710.8,1,Quality & Testing,Quality and Testing,8,1,US-East BU,Time and Expense,0,No,Staff Augmentation
2181,Jose Ossa,Vanguard,Signed Contract,133824.6,133824.6,1,Business Intelligence & Data Management,Business Intelligence and Data Management,8,1,US-East BU,Time and Expense,0,No,Staff Augmentation
2182,Jose Ossa,Vanguard,Signed Contract,267649.2,267649.2,1,Quality & Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2183,Jose Ossa,Vanguard,Signed Contract,11200,11200,1,Test Automation,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
2184,Jose Ossa,Vanguard,Signed Contract,16000,16000,1,Performance Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2185,Jose Ossa,Vanguard,No bid / Retraction,101520,0,0,Application Management,Application Managed Services,-2,1,US-East BU,Time and Expense,0,No,Staff Augmentation
2186,Jose Ossa,Vanguard,Opportunity Closed LOST,51480,0,0,Test Automation,Quality and Testing,-1,0,US-East BU,Fixed Bid,0,No,Scope of Work / Project
2187,Jose Ossa,Vanguard,Opportunity Closed LOST,61920,0,0,Performance Testing,Quality and Testing,-1,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2188,Jose Ossa,Vanguard,Opportunity Closed LOST,154800,0,0,PeopleSoft Systems,Enterprise Solutions,-1,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2189,Jose Ossa,Vanguard,Signed Contract,95160,95160,1,Test Automation,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
2190,Jose Ossa,Vanguard,Signed Contract,165120,165120,1,Test Automation,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
2191,Jose Ossa,Independence Blue Cross,Signed Contract,1585638,1585638,1,Application Testing,Quality and Testing,8,0,US-East BU,T and E with Cap,0,Yes,Staff Augmentation
2192,Jose Ossa,Covidien,Signed Contract,247000,247000,1,JD Edwards Systems,Enterprise Solutions,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2193,Jose Ossa,Vanguard,Opportunity Closed LOST,699593,0,0,Data Integration,Business Intelligence and Data Management,-1,0,US-East BU,Fixed Bid,0,Yes,Staff Augmentation
2194,Jose Ossa,Vanguard,Opportunity Closed LOST,326756.1,0,0,Performance Testing,Quality and Testing,-1,0,US-East BU,Fixed Bid,0,No,Scope of Work / Project
2195,Jose Ossa,Covidien,Signed Contract,22000,22000,1,JD Edwards Systems,Enterprise Solutions,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2196,Jose Ossa,Vanguard,Signed Contract,81280,81280,1,Business Intelligence & Data Management,Business Intelligence and Data Management,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2197,Jose Ossa,Vanguard,Signed Contract,292320,292320,1,Quality & Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2198,Jose Ossa,Vanguard,Signed Contract,120640,120640,1,Quality & Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2199,Jose Ossa,Vanguard,Signed Contract,72080,72080,1,Infrasture Management Services,Infrastructure Management Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2200,Jose Ossa,Vanguard,Signed Contract,102960,102960,1,Test Automation,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2201,Jose Ossa,Vanguard,Signed Contract,47840,47840,1,Quality & Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
2202,Jose Ossa,Vanguard,Signed Contract,131560,131560,1,Business Analytics,Consulting,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2203,Jose Ossa,Vanguard,Signed Contract,131560,131560,1,Business Analytics,Consulting,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
2204,Jose Ossa,Independence Blue Cross,Opportunity Closed LOST,42000,0,0,QA Consulting,Quality and Testing,-1,0,US-East BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
2205,Jose Ossa,Independence Blue Cross,Opportunity Closed LOST,135000,0,0,QA Consulting,Quality and Testing,-1,0,US-East BU,Flat Fee Monthly,0,Yes,Scope of Work / Project
2206,Jose Ossa,Covidien,Opportunity Closed LOST,5000,0,0,Test Automation,Quality and Testing,-1,0,US-East BU,Internal,0,Yes,Scope of Work / Project
2207,Jose Ossa,Vanguard,Signed Contract,131560,131560,1,Application Testing,Quality and Testing,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
